material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso_291,t,tau,t_jess,t_sisso_5,t_sisso_219,t_sisso_55,t_sisso_14,t_sisso_37,t_sisso_124,t_sisso_58,t_sisso_39,t_sisso_212,t_sisso_223,t_sisso_51,t_sisso_46,t_sisso_181,t_sisso_23,t_sisso_177,t_sisso_33,t_sisso_10,p_t_sisso_5,p_t_sisso_219,p_t_sisso_55,p_t_sisso_14,p_t_sisso_124,p_t_sisso_39,p_t_sisso_23,p_t_sisso_177,p_t_sisso_33,p_t_sisso_10
PbVS3,0.0,149.22,58.44,184.4,2.0,4.0,-2.0,2.33,1.63,2.58,0.3152173913043478,0.8097826086956521,-0.25,-0.9500000000000002,-1.11,-1.81,0.2252252252252252,0.5248618784530388,0.94350329539904,-3.496077730000001,-4.348428499999998,-7.00838179000003,-3.4960778500144083,-4.348428649274164,0.8145175879610062,-0.8830451593257576,-0.78074486180114,-2.847077729734469,6.576348032711487,7.169663669121636,11.769320157021456,103.96,148.18,74.72999999999999,140.49,205.66,84.92999999999999,56.76,47.59,273.21,2.553388090349076,0.2228466626948157,0.9714444019947656,4.60305920214644,0.41685973627561046,1.48971405397677,0.06655760197089214,1.2222726805699944,-1.0355645698228813,0.7031629534131811,0.06655760197089214,1.2222726805699944,0.7031629534131811,0.06655760197089214,0.06655760197089214,1.2222726805699944,1.2222726805699944,-2.1099713419650805,0.8182602490064248,-1.1217843067381854,0.6237011699058516,-0.142459841760174,2.2517487024389782e-05,0.0004201772399534049,0.0011160272291417309,0.0005797312269413421,0.0004201772399534049,0.0027451147674861826,0.009274776754260125,0.023704464834893402,0.00041373557578745535,0.15851176384020535
ErScS3,1.0,100.41,74.11,184.4,3.0,3.0,-2.0,1.24,1.36,2.58,0.404891304347826,0.5771739130434783,-1.34,-1.22,-2.2,-2.08,0.6090909090909091,0.5865384615384615,0.3545249834223247,-3.1956924299999976,-3.2357286599999986,-7.00838179000003,-1.116046528311978,-3.235728771077069,0.8145175879610062,0.3640982624916961,0.2753302914535808,-2.847077729734469,6.339470940626883,6.884657007341072,11.769320157021456,26.96,165.06,74.72999999999999,255.11,217.74,84.92999999999999,111.71,58.09,273.21,1.3548778842261502,0.11450380207152343,0.7790475790134196,6.871407084021263,0.8090020164777211,0.8401577508692013,0.1505350728695,0.8401577508692014,-0.8334104449134037,0.711238393452561,0.1505350728695,0.8401577508692014,0.711238393452561,0.1505350728695,0.1505350728695,0.8401577508692014,0.8401577508692014,-1.7112915215546314,0.6769368375617093,-0.8013820392603688,0.5779613903670937,0.02649531459553808,0.4451026286320214,0.0117762150444225,0.4488050934426279,0.6791125419729335,0.0117762150444225,0.003206806798318368,0.8681574479263316,0.789215332511611,0.8373829111727811,0.5390861063757227
TlPbI3,0.0,169.89,118.46,219.49,1.0,2.0,-1.0,1.62,2.33,2.66,0.5409090909090909,0.7727272727272726,-1.04,-0.33,-1.82,-1.11,0.5714285714285714,0.2972972972972972,0.3566749439387324,-2.36925177,-3.496077730000001,-7.083940510000032,-2.3692518513323906,-3.4960778500144083,0.2908709899851069,-0.1395649868243635,-0.8830451593257576,-3.4344351648747526,5.166986943295928,6.576348032711487,11.131355946143175,109.74,103.96,90.24,154.46,140.49,107.49,59.04,56.76,41.190000000000005,1.4341549890258314,0.16545425954932194,0.8147179524148035,4.8302637520448375,1.565951389057025,1.0364693085030408,0.19970431745039638,1.0364693085030408,-0.8531635190409652,0.9120678300871423,0.19970431745039638,1.0364693085030408,0.9120678300871423,0.19970431745039638,0.19970431745039638,1.0364693085030408,1.0364693085030408,-1.0029834757151128,0.7607773742964863,-1.0534756568278882,0.601239272853954,0.2200784033037785,0.03255974085409411,0.07965131236996377,0.026605644492927533,0.4846685730232106,0.07965131236996377,0.13432234807302998,0.11648125085190515,0.05862878878472314,0.039933096089092145,0.8969334616229285
RbCoF3,1.0,172.2,74.25,133.15,1.0,2.0,-1.0,0.82,1.88,3.98,0.5601503759398496,1.2932330827067668,-3.16,-2.1,-2.62,-1.56,1.2061068702290076,1.3461538461538465,0.8366953514279392,-2.23129531,-4.433222810000001,-11.111416699999976,-0.6626547127478113,0.1435549649279978,1.136681619020348,-0.5654554674099543,-1.3590473276566433,-4.336301480858267,4.153592876586776,7.672566418386976,19.391595983680425,231.42,128.78,40.44,324.0,161.4,37.4,240.1,35.82,143.19,2.319191919191919,0.4054601211757514,1.0410588212246605,3.550208514923625,0.9327523746108846,0.03294157088519256,0.41393271494310524,0.03294157088519256,-0.5233570189571175,1.158636817389953,0.41393271494310524,0.03294157088519256,1.158636817389953,0.41393271494310524,0.41393271494310524,0.03294157088519256,0.03294157088519256,0.03150809058347748,0.2410126533127137,-0.6007725762008449,0.5143877485137429,1.3058468456698156,0.9999968645670764,0.9974206941504103,0.9999984871985529,0.9999983297930056,0.9974206941504103,0.9474040424977551,0.9999999996779518,0.9886337510704539,0.9999996205842505,0.999991622414198
RbTmI3,1.0,172.2,102.92,219.49,1.0,2.0,-1.0,0.82,1.25,2.66,0.4681818181818181,0.7818181818181817,-1.8400000000000003,-1.41,-2.62,-2.19,0.7022900763358779,0.6438356164383562,0.5127654885838172,-2.23129531,-3.153999099999999,-7.083940510000032,-0.6626547127478113,-1.0724057668138651,0.2908709899851069,-0.5654554674099543,0.5222435779285232,-3.4344351648747526,4.153592876586776,6.424661898518719,11.131355946143175,231.42,176.24,90.24,324.0,254.47,107.49,240.1,111.95,41.190000000000005,1.673144189661873,0.19858066804992144,0.8590532328329612,4.383315493172734,0.9370475088039902,0.8167053833997453,0.2414323648554655,0.8167053833997451,-0.8329488754671165,0.9868698166997725,0.2414323648554655,0.8167053833997451,0.9868698166997725,0.2414323648554655,0.2414323648554655,0.8167053833997451,0.8167053833997451,-1.4185915556876525,0.68987705558559,-0.8268189505599741,0.58331381231235,0.004932446103090843,0.5389777742373512,0.31589210137745727,0.5492495826901256,0.6832323393614805,0.31589210137745727,0.39588814958650204,0.7809768236633277,0.7048505125626251,0.6274233212112795,0.47956543381836747
LiBeCl3,0.0,115.93,44.95,180.61,1.0,2.0,-1.0,0.98,1.57,3.16,0.2486187845303867,0.5082872928176796,-2.18,-1.59,-2.46,-1.87,0.8861788617886179,0.8502673796791443,0.7151260872787205,-2.8741409099999977,-5.60966653,-8.594666479999974,-1.0207578250408813,-2.01377753912956,0.0197235606770763,-0.7561139179561087,0.6486211812660797,-3.935229981089612,5.297381732850112,9.553745681963834,13.876021229339663,165.76,108.05,67.85000000000001,201.34,120.4,75.67,674.19,289.74,224.95,2.5790878754171302,0.1255451802930855,0.9296239275024302,5.7401969508131945,0.968887074412335,1.505771911407028,0.0005024539688756827,1.0920943224849462,-1.0638610579673,0.5404535136169976,0.0005024539688756827,1.0920943224849462,0.5404535136169976,0.0005024539688756827,0.0005024539688756827,1.0920943224849462,1.0920943224849462,-1.9826790619525536,0.6724017392281394,-0.9455343654782039,0.5727470855315272,0.011261287472920833,1.7395728886900355e-05,3.146054357891639e-05,0.010359290535275874,0.00018740794652575331,3.146054357891639e-05,0.00011900057379071688,0.8909069118054193,0.23467085245178745,0.9387278106054874,0.4970767351984442
TlMgCl3,0.0,169.89,72.45,180.61,1.0,2.0,-1.0,1.62,1.31,3.16,0.3977900552486187,0.9392265193370164,-1.54,-1.85,-1.82,-2.13,0.8461538461538461,0.8685446009389672,0.8591323180342064,-2.36925177,-4.705333049999998,-8.594666479999974,-2.3692518513323906,-1.3065628048520797,0.0197235606770763,-0.1395649868243635,0.500356888176296,-3.935229981089612,5.166986943295928,7.971349299642951,13.876021229339663,109.74,135.17999999999998,67.85000000000001,154.46,191.16,75.67,59.04,561.2099999999999,224.95,2.344927536231884,0.27141100812614416,0.9793786102637415,4.244332135978414,0.9541305961945723,0.9698234932474243,0.15127537768627358,0.9698234932474241,-0.9240776858731894,0.8219879332496602,0.15127537768627358,0.9698234932474241,0.8219879332496602,0.15127537768627358,0.15127537768627358,0.9698234932474241,0.9698234932474241,-1.5269561437290347,0.6787833351209316,-0.9222140820189791,0.5928548846414137,-0.027923282383678527,0.09002498508255084,0.01212739706409277,0.07964693453990908,0.04945068967739349,0.01212739706409277,0.02656892386872998,0.8578003795795636,0.3091140139133653,0.18938050382176697,0.3904159672675218
NaZnF3,1.0,139.25,74.34,133.15,1.0,2.0,-1.0,0.93,1.65,3.98,0.556390977443609,1.045112781954887,-3.05,-2.33,-2.51,-1.79,1.2151394422310755,1.3016759776536313,0.6304088399265221,-2.7445312200000007,-5.977182470000003,-11.111416699999976,-2.7445313142150973,-1.1074028380152596,1.136681619020348,-0.7570217149871556,0.922398193658712,-4.336301480858267,5.147636303709317,9.889346728482574,19.391595983680425,175.88,110.68,40.44,260.21000000000004,166.61,37.4,845.6800000000001,29.97,143.19,1.8731503900995425,0.30293356298738533,0.9283164123169949,3.7756162953638848,0.8666011410229695,0.533985974860641,0.34789951669789954,0.533985974860641,-0.7630255060463469,1.2619712268052057,0.34789951669789954,0.533985974860641,1.2619712268052057,0.34789951669789954,0.34789951669789954,0.533985974860641,0.533985974860641,-0.3719355713596323,0.5621450495138056,-0.7300974859750995,0.5595369384729061,0.555169018513975,0.990819417530941,0.9669973866068199,0.9933554192340677,0.9744632504461762,0.9669973866068199,0.992536618220942,0.9993172321365744,0.9250894438869429,0.9958563621394929,0.9947666027523688
RbNiBr3,0.0,172.2,69.57,195.56,1.0,2.0,-1.0,0.82,1.91,2.96,0.3520408163265306,0.8775510204081632,-2.14,-1.05,-2.62,-1.53,0.816793893129771,0.6862745098039216,0.9133879722161936,-2.23129531,-4.439555410000002,-7.858438990000018,-0.6626547127478113,-4.4395555624023935,0.0551102718918419,-0.5654554674099543,-1.3513871613897686,-3.6781509272527466,4.153592876586776,7.898771670150475,12.554312316976,231.42,125.17,75.14,324.0,156.73999999999998,88.34,240.1,33.809999999999995,22.81,2.4752048296679603,0.24768320718600914,0.9808254248858278,4.5420217984862425,1.1673640880266,1.1868145469131814,0.025496411851703885,1.1151406432971207,-0.9941749532659028,0.763173407638774,0.025496411851703885,1.1151406432971207,0.763173407638774,0.025496411851703885,0.025496411851703885,1.1151406432971207,1.1151406432971207,-1.8781897295361067,0.7559956180066312,-1.0274263204197545,0.6102308281643596,-0.14592813901424148,0.002954362164441395,8.358729837306425e-05,0.0069885287239054945,0.0030444059633685863,8.358729837306425e-05,0.008692787605099804,0.14112994944381788,0.08259814989578716,0.006508309773005895,0.15384028619717527
KFeF3,1.0,164.19,78.4,133.15,1.0,2.0,-1.0,0.82,1.83,3.98,0.5864661654135338,1.2330827067669172,-3.16,-2.15,-2.62,-1.61,1.2061068702290076,1.3354037267080745,0.7431576011346065,-2.318921259999999,-4.431945739999999,-11.111416699999976,-0.7664318763103054,-0.812293287884647,1.136681619020348,-0.6361622968393374,-1.3037382507616442,-4.336301480858267,4.31357484707873,7.470426106445764,19.391595983680425,220.49,133.01,40.44,302.81,193.65,37.4,207.8,38.15,143.19,2.0942602040816323,0.38140345806473025,0.993862727191445,3.531484647647382,0.8976346548658256,0.10134673103437453,0.4180283800214584,0.10134673103437453,-0.57733095337372,1.2469269312616476,0.4180283800214584,0.10134673103437453,1.2469269312616476,0.4180283800214584,0.4180283800214584,0.10134673103437453,0.10134673103437453,-0.05024258536231585,0.3336290824632342,-0.6149486990087033,0.5242623649969733,1.1048761199917105,0.9999906963654827,0.9978004201245502,0.9999952893040494,0.9999857006704668,0.9978004201245502,0.9900399233260856,0.9999999797593874,0.9860880776292905,0.9999971317300584,0.9999544189922628
